Brand,Model,Price,0-100 Km/h,4 roues directrices,ABS,Accoudoirs,Affichage tête haute,Aide au démarrage en côte,Aide au maintien dans la voie,Aide au stationnement,Aileron arrière,Airbags,Alarme antivol,Alerte de circulation transversale,Alerte de franchissement de ligne,Alimentation électrique,Allumage automatique des feux,Anti-démarrage électronique,Anti-patinage,Antibrouillards,Appuis têtes arrières,Arceau de benne,Assistance au freinage,Assistant de feux de route,Autonomie électrique (NEDC),Autonomie électrique (WLTP),Autoradio,Baguettes extérieures d'encadrement des vitres,Barre stabilisatrice,Barres de toit,Batterie,Boule d'attelage,Boulons de roues protégés,Bouton Start & Stop,Boîte,Boîte à gants réfrigérée,Calandre,Caméra d'angle mort,Capot moteur actif,Carrosserie,Carte mains libres,Charge utile,Ciel de pavillon,Climatisation,Cloison entre cabine et compartiment arrière,Clé intelligente,Coffre à bagages,Conduite autonome,Connectivité,Consommation extra-urbaine,Consommation mixte,Consommation urbaine,Consommation électrique (WLTP),Contrôle adaptatif de la charge,Contrôle de pression des pneus,Contrôle de stabilité anti-retournement,Contrôle du roulis de la remorque,Couple,Couple électrique,Cylindrée,DSC,Différentiel autobloquant,Direction assistée,Disponibilité,Dynamic Response,Détecteur de fatigue,Détecteur de pluie,Détection des piétons,Ecran central,Eléments extérieurs couleur carrosserie,Emissions de CO2,Energie,Fermeture assistée des portes,Fermeture centralisée,Feux à LED,Finition intérieure,Fixations ISOFIX,Frein de stationnement,Freinage,Garantie,Hauteur,Instrumentation digitale,Jantes,Kit carrosserie,Kit fumeurs,Kit rangement,Kit sécurité,Kit éclairage,Largeur,Lave Phares,Limiteur de vitesse,Longueur,Lumières d'ambiance,Marchepieds latéraux,Modes de conduite,Navigation,Nombre de cylindres,Nombre de moteurs électriques,Nombre de places,Nombre de portes,Nombre de rapports,Ordinateur de bord,Pack Sport Chrono,Pack aérodynamique M,Peinture,Phares,Pneumatiques runflat,Poignées de portes,Pommeau de levier de vitesse,Porte bagages,Préparation pour téléphone,Puissance (ch.din),Puissance avec overboost (ch.din),Puissance fiscale,Puissance thermique (ch.din),Puissance électrique,Pédaliers,Reconnaissance des panneaux,Rideau de benne,Régulateur de vitesse,Rétroviseur intérieur,Rétroviseurs extérieurs,Sellerie,Seuils de portes,Sièges,Sièges réglables en hauteur,Sorties d’échappement,Spoiler arrière,Stores pare-soleil,Surface de chargement,Surveillance d’angle mort,Suspension,Système Start & Stop,Système de descente en côte,Système de récupération d'énergie,Tableau de bord,Tapis de sol,Temps de recharge normale,Temps de recharge rapide,Terrain Response,Toit,Train roulant,Transmission,Version pays chauds,Vitesse maxi,Vitres,Vitres électriques,Voiture populaire,Volant,Volant réglable,Volume du coffre,Volume du coffre avant,Volume du coffre maximal,Volume utile
skoda,scala 1.0-l-tsi-dsg-monte-carlo#specs,107 980DTTTC,10.1s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul,,Frontaux | Latéraux,Anti-soulèvement,,,,,,ESP,,,,,,,,8 haut-parleurs,Noir Brillant,Avant,,,,,Démarrage mains libres,Automatique,,Noire,,,Compacte,,,,Automatique,,Accès mains libres,Ouverture mains libres,,USB-C | Android Auto | Apple Carplay | Bluetooth | SmartLink | Chargeur de téléphone sans fil,4.7L/100 km,5.4L/100 km,6.9L/100 km,,,,,,200nm2000tr/min,,999CM³,,,,Sur arrivage,,,,,Tactile | 8.25 pouces,Pare-chocs | Poignées de portes,,Essence,,À distance,Avant | Arrières | Clignotants à défilement,,,,,3 ans,1514mm,10.25'' | Virtual Cockpit,En aluminium | 17'',Monte-Carlo,,,,,1793mm,,,4362mm,,,Normal | Sport | Eco,,3,,5,5,7,,,,,Matrix LED,,,Cuir,,,116CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Photosensibles | Avec capuchons noirs,Tissu,Baguettes dans les baies de porte,Réglage lombaire | Sport,Conducteur et passager,,,,,,,,,,,,,,,Panoramique | En verre,,Traction,,202KM/H,Athermiques,Avant/Arrière,,Cuir | Multi-fonctions | Sport | Avec palettes,En hauteur et en profondeur,467L,,,
skoda,kamiq 1.0-l-tsi-dsg-essence#specs,91 980DTTTC,10.2s,,,Avant,,,,Radar de recul,,Frontaux | Latéraux,,,,,,,ESP,,,,,,,,8 haut-parleurs,,Avant,Noires,,,,,Automatique,,Chromée,,,SUV,,,,Manuelle,,,,,USB-C | Bluetooth | SmartLink,,5.7L/100 km,,,,,,,200nm2000tr/min,,999CM³,,,,Sur arrivage,,,,,Tactile,Poignées de portes | Rétroviseurs,,Essence,,À distance,Avant | Arrières,,,,,3 ans,1562mm,,En aluminium | 16'',,,,,,1793mm,,,4241mm,,,,,3,,5,5,7,,,,,LED,,,Cuir,,,116CH,,6CV,,,,,,,,Électriques | Dégivrants,Tissu,,,Conducteur et passager,,,,,,,,,,,,,,,,,Traction,,195KM/H,Athermiques,Avant/Arrière,,Multi-fonctions,En hauteur et en profondeur,400L,,,
skoda,kamiq 1.0-l-tsi-dsg-selection#specs,104 980DTTTC,10.2s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul,,Frontaux | Latéraux,Anti-soulèvement,,,,,,ESP,,,,,,,,8 haut-parleurs,Chrome,Avant,Argent,,,,Démarrage mains libres,Automatique,,Chromée,,,SUV,,,,Automatique,,Accès mains libres,Ouverture et fermeture motorisée,,USB-C | Bluetooth | SmartLink | Chargeur de téléphone sans fil,,5.7L/100 km,,,,,,,200nm2000tr/min,,999CM³,,,,Sur arrivage,,,,,Tactile,Poignées de portes | Rétroviseurs,,Essence,,À distance,Avant | Arrières | Clignotants à défilement,,,,,3 ans,1562mm,Virtual Cockpit,En aluminium | 17'',,,,,,1793mm,,,4241mm,,,Eco,,3,,5,5,7,,,,,Matrix LED,,,Cuir,,,116CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Dégivrants,Tissu,,Réglage lombaire,Conducteur et passager,,,,,,,,,,,,,,,Panoramique | En verre,,Traction,,195KM/H,Athermiques,Avant/Arrière,,Cuir | Multi-fonctions | Avec palettes,En hauteur et en profondeur,400L,,,
skoda,kamiq 1.0-l-tsi-dsg-monte-carlo#specs,109 980DTTTC,10.2s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul,,Frontaux | Latéraux,Anti-soulèvement,,,,,,ESP,,,,,,,,8 haut-parleurs,Noir Brillant,Avant,Noires,,,,Démarrage mains libres,Automatique,,Noire,,,SUV,,,,Automatique,,Accès mains libres,Ouverture et fermeture motorisée,,USB-C | Bluetooth | SmartLink | Chargeur de téléphone sans fil,,5.7L/100 km,,,,,,,200nm2000tr/min,,999CM³,,,,Sur arrivage,,,,,Tactile,Pare-chocs | Poignées de portes,,Essence,,À distance,Avant | Arrières | Clignotants à défilement,,,,,3 ans,1562mm,Virtual Cockpit,En aluminium | 17'',Sport,,,,,1793mm,,,4241mm,,,Eco,,3,,5,5,7,,,,,Matrix LED,,,Cuir,,,116CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Dégivrants | Avec capuchons noirs,Tissu,Chromés,Réglage lombaire | Sport,Conducteur et passager,,,,,,,,,,,,,,,Panoramique | En verre,,Traction,,195KM/H,Athermiques,Avant/Arrière,,Cuir | Multi-fonctions | Sport | Avec palettes,En hauteur et en profondeur,400L,,,
skoda,octavia 1.4-tsi-bva-essence#specs,119 980DTTTC,8.2s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul,,Frontaux | Latéraux | Protège-tête,,,,1 prise 12 V,,,ESC,,3,,,,,,8 haut-parleurs | Commandes au volant,,Avant,,,,,,Automatique,,,,,Berline,,,,Automatique,,Accès mains libres,,,USB-C | Android Auto | Apple Carplay | Bluetooth | SmartLink | Chargeur de téléphone sans fil,4.2L/100 km,4.8L/100 km,6L/100 km,,,,,,250nm1500tr/min,,1395CM³,,XDS,Servotronic,En pré-commande,,,,,Tactile | 10 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,Chromée,,Éléctrique,,3 ans,1470mm,10.25'',En aluminium | 16'',,,,,,1829mm,,,4698mm,,,,,4,,5,4,8,,,,,LED,,,,,,150CH,,8CV,,,,,,,Anti-éblouissement,Électriques | Dégivrants,Similicuir/Tissu,Chromés,Réglage lombaire,Conducteur et passager,,,,,,,,,,,,,,,,,Traction,,219KM/H,Athermiques,Avant/Arrière,,Cuir | Multi-fonctions | Avec palettes,En hauteur et en profondeur,600L,,,
skoda,octavia 1.4-tsi-bva-selection#specs,129 980DTTTC,8.2s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul,,Frontaux | Latéraux | Protège-tête,,,,1 prise 12 V,,,ESC,,3,,,,,,8 haut-parleurs | Commandes au volant,,Avant,,,,,,Automatique,,,,,Berline,,,,Automatique,,Accès mains libres,,,USB-C | Android Auto | Apple Carplay | Bluetooth | SmartLink | Chargeur de téléphone sans fil,4.2L/100 km,4.8L/100 km,6L/100 km,,,,,,250nm1500tr/min,,1395CM³,,XDS,Servotronic,En pré-commande,,,,,Tactile | 10 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,Chromée,,Éléctrique,,3 ans,1470mm,10.25'',En aluminium | 17'',,,,,,1829mm,,,4698mm,,,,,4,,5,4,8,,,,,LED,,,,,,150CH,,8CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Photosensibles,Similicuir/Tissu,Chromés,Réglage lombaire,Conducteur et passager,,,,,,,,,,,,,,,,,Traction,,219KM/H,Parebrise athermique,Avant/Arrière,,Cuir | Multi-fonctions | Avec palettes,En hauteur et en profondeur,600L,,,
skoda,octavia-rs 2.0-tsi-dsg,195 000DTTTC,6.6s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul,,Frontaux | Latéraux | Genoux conducteur | Protège-tête,,,,1 prise 12 V,,,ESC,,3,,,,,,BOLERO | 12 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,Berline,,,,Automatique | 3 zones | Ventilation arrière,,Accès mains libres,Ouverture et fermeture motorisée | Ouverture mains libres | Cache Bagages,,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | SmartLink,5.4L/100 km,6.6L/100 km,8.7L/100 km,,,,,,370nm1600tr/min,,1984CM³,,,Progressive,Stock limité | Sur arrivage,,,,,Tactile | 10.1 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,Chromée,,,,3 ans,1470mm,,En aluminium | 18'',,,,,,1829mm,,,4689mm,,,,,4,,5,4,7,Maxi Dot,,,,Directionnels | Adaptatifs | LED,,,Cuir,,,245CH,,14CV,,,Aluminium,,,,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles | Éclairage d'accueil à LED,Alcantara,Baguettes dans les baies de porte,Électriques | Chauffants | Massants | Réglage lombaire | Fonction mémoire | Sport,Conducteur et passager,,,Pour vitres de portes arrières | Pour lunette arrière,,,Pneumatique | Sport,,,,,,,,,,,Traction,,250KM/H,Parebrise athermique,Avant/Arrière,,Cuir | Multi-fonctions | Sport | Avec palettes,En hauteur et en profondeur,600L,,,
ssangyong,tivoli 1.5-t-ilovit-2024,102 575DTTTC,N.C,,,Avant | Arrière,,HSA,,Radar de recul | Radar avant | Caméra de recul,,Frontaux,Périmétrique,,,1 prise 12 V,,,ESP,LED,,,ESS | HBA,,,,6 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique | Bizone,,Accès mains libres,Cache Bagages,,USB | Android Auto | Apple Carplay | AUX | Bluetooth,6.1L/100 km,7.5L/100 km,9.9L/100 km,,,,,,260nm1500tr/min,,1497CM³,,,,Disponible,,,,,Tactile | 8 pouces,Pare-chocs | Poignées de portes | Rétroviseurs,,Essence,,À distance,Feux de jour,,,,,3 ans ou 100.000 KM,1615mm,10.25'',En aluminium | 16'',,,Porte-lunettes,,,1810mm,,,4225mm,,,Normal | Sport | Winter,,4,,5,5,6,,,,,Full LED,,,Cuir,,,163CH,,8CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Similicuir,,,Conducteur,,,,,,,,HDC,,,,,,,,,Traction,,175KM/H,Lunette et vitres arrières sur-teintées,Avant/Arrière,,Cuir | Chauffant | Multi-fonctions | Sport,En hauteur,423L,,,
ssangyong,korando 1.5-l-gdi-limited-bva,124 980DTTTC,12s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul,,Frontaux | Latéraux,,,,1 prise 12 V,,,ESP,,,,,,,,6 haut-parleurs | Commandes au volant,Chrome,,,,,,Démarrage mains libres,Automatique,,Chromée,,,SUV,,,,Automatique | Bizone,,Accès mains libres,Ouverture et fermeture motorisée,,USB | Android Auto | Apple Carplay | Bluetooth | iPod | Chargeur de téléphone sans fil,6.4L/100 km,7L/100 km,8.3L/100 km,,,,,,280nm1500tr/min,,1497CM³,,,Électrique,Disponible,,,,,Tactile | 8 pouces,Poignées de portes | Rétroviseurs,162g/km,Essence,,À distance,Feux de jour | Avant | Arrières,Chromée,,Éléctrique,,3 ans,1620mm,10.25'',En aluminium | 19'',,,,,,1870mm,,,4450mm,,,Normal | Sport | Winter,,4,,5,5,6,Ecran TFT 10.25'',,,,Full LED,,,,,,163CH,,9CV,,,,,,Cruise control,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés | Éclairage d'accueil à LED,Cuir | Nappa,,Électriques | Chauffants | Ventilés,Conducteur et passager,,,,,,,,,,,,,,,Ouvrant,,Traction,,188KM/H,Teintées | Lunette et vitres arrières sur-teintées,Avant/Arrière,,Cuir | Avec palettes,En hauteur et en profondeur,551L,,,
ssangyong,musso 2.2-l-diesel-4wd#specs,136 845DTTTC,N.C,,,Avant | Arrière,,HSA,,Radar de recul | Radar avant | Caméra de recul,,Frontaux,,,,1 prise 12 V,,,ESP,,,,EBD,,,,6 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Manuelle,,,,,Pick up,,790KG,,Automatique,,Accès mains libres,,,USB | Android Auto | Apple Carplay | Bluetooth,7.2L/100 km,8.6L/100 km,10.9L/100 km,,,TPMS,ARP,,400nm1400tr/min,,2157CM³,,,,Disponible,,,,,Tactile | 9.2 pouces,Poignées de portes | Rétroviseurs,,Diesel,,À distance,,,,,,3 ans,1840mm,12.3'',En aluminium | 17'',,,Porte-lunettes,,,1950mm,,,5095mm,,,,,4,,5,4,6,,,,,,,,,,,181CH,,7CV,,,,,,Cruise control,Anti-éblouissement,Électriques | Rabattables | Avec clignotants intégrés,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Intégrale,,185KM/H,,Avant/Arrière,,,En hauteur,,,,
ssangyong,musso 2.2-l-diesel-4wd-crm#specs,148 176DTTTC,N.C,,,Avant | Arrière,,HSA,,Radar de recul | Radar avant | Caméra de recul,,Frontaux,,,,1 prise 12 V,,,ESP,LED,,,EBD | ESS,,,,6 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Manuelle,,,,,Pick up,,790KG,,Automatique | Bizone,,Accès mains libres,,,USB | Android Auto | Apple Carplay | Bluetooth,7.2L/100 km,8.6L/100 km,10.9L/100 km,,,TPMS,ARP,,400nm1400tr/min,,2157CM³,,,,Disponible,,,,,Tactile | 12 pouces,Poignées de portes | Rétroviseurs,,Diesel,,À distance,,,,,,3 ans,1840mm,10.25'',En aluminium | 17'',,,Porte-lunettes,,,1950mm,,,5095mm,,,Eco | Power | Winter,,4,,5,4,6,,,,,Bi-xénon,,,Cuir,,,181CH,,7CV,,,,,,Cruise control,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Tissu,,,Conducteur,,,,,,,,HDC,,,,,,,,,Intégrale,,185KM/H,,Avant/Arrière,,Cuir,En hauteur,,,,
ssangyong,musso 2.2-l-diesel-4wd-bva#specs,158 645DTTTC,N.C,,,Avant | Arrière,,HSA,,Radar de recul | Radar avant | Caméra de recul,,Frontaux,,,,1 prise 12 V,,,ESP,LED,,,EBD,,,,6 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,Pick up,,790KG,,Automatique,,Accès mains libres,,,USB | Android Auto | Apple Carplay | Bluetooth,7.2L/100 km,8.6L/100 km,10.9L/100 km,,,TPMS,ARP,,400nm1400tr/min,,2157CM³,,,,Indisponible,,,,,Tactile | 9.2 pouces,Poignées de portes | Rétroviseurs,,Diesel,,À distance,,,,,,3 ans,1840mm,12.3'',En aluminium | 18'',,,Porte-lunettes,,,1950mm,,,5095mm,,,Eco | Power | Winter,,4,,5,4,6,,,,,Bi-xénon,,,Cuir,,,181CH,,7CV,,,,,,Cruise control,Anti-éblouissement,Électriques | Rabattables | Avec clignotants intégrés,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Intégrale,,185KM/H,,Avant/Arrière,,Cuir,En hauteur,,,,
ssangyong,torres 1.5-l-t-gdi-bva,184 580DTTTC,9.4s,,,Avant | Arrière,,Autohold,LKA,Radar de recul | Radar avant | Caméra de recul | Détection du trafic en marche arrière,,Frontaux | Latéraux,,,LDW,2 prises 12 V,,,ESP,,,,,,,,4 haut-parleurs | Commandes au volant,Chrome,,,,,,Démarrage mains libres,Automatique,,Chromée,,,SUV,,,,Automatique | Bizone,,Accès mains libres,Ouverture et fermeture motorisée | Cache Bagages,,USB | Android Auto | Apple Carplay | Bluetooth | iPod | Chargeur de téléphone sans fil,,8.5L/100 km,,,,TPMS,,,280nm1500tr/min,,1497CM³,,,Électrique,Indisponible,,DAW,,,Tactile | 9 pouces,Pare-chocs | Poignées de portes | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,Chromée,,Éléctrique,,3 ans ou 100.000 KM,1710mm,"12.5""",En aluminium | 20'',,,,,,1890mm,,,4700mm,30 Couleurs,,Normal | Sport | Winter,,4,,5,5,6,,,,,Full LED,,,,,,163CH,,9CV,,,,,,Cruise control,Anti-éblouissement,Électriques | Rabattables | Avec clignotants intégrés | Éclairage d'accueil à LED,Cuir | Nappa,,Conducteur à réglage électrique | Chauffants | Ventilés | Réglage lombaire,Conducteur et passager,,,,,BSD,,,,,,,,,,Ouvrant,,Intégrale,,191KM/H,Teintées | Lunette et vitres arrières sur-teintées | Acoustiques,Avant/Arrière,,Cuir | Chauffant | Multi-fonctions | Avec palettes,En hauteur,703L,,,
ssangyong,rexton 2.2-l-diesel-bva-5-places,312 300DTTTC,N.C,,,Avant,,HSA,LKA,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière,,Frontaux | Latéraux | Rideaux,Périmétrique,Rear Cross Traffic Monitor,LDW,1 prise 12 V,,,ESP | TCS,LED,,,AFU | BAS | EBD | HBA |  Freinage automatique anti-collision,,,,8 haut-parleurs | Commandes au volant,Chrome,,,,,,Démarrage mains libres,Automatique,,Chromée,,,SUV,,,,Automatique | Bizone,,Accès mains libres,Ouverture et fermeture motorisée,,2 USB | Android Auto | Apple Carplay | AUX | Bluetooth | 1 fente pour carte SD | Chargeur de téléphone sans fil,6.2L/100 km,7.4L/100 km,9.5L/100 km,,,TPMS,ARP,,400nm1400tr/min,,2157CM³,,,,Disponible,,DAA,,,Tactile | 8 pouces,,,Diesel,,À distance,Feux de jour | Avant | Arrières,Chromée,,Éléctrique,,3 ans ou 100.000 KM,1825mm,,En aluminium | 20'',,,Poches aumônières,,,1960mm,,,4850mm,LED,,,,4,,5,5,8,,,,,Full LED,,,Cuir,,,202CH,,12CV,,,,,,Cruise control,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés | Éclairage d'accueil à LED,Cuir | Nappa,Eclairés,Électriques | Chauffants | Ventilés | Fonction mémoire,Conducteur et passager,,,,,BSD,,,HDC,,,,,,,Ouvrant,,Intégrale,,187KM/H,Teintées | Lunette et vitres arrières sur-teintées | Acoustiques | Athermiques,Avant/Arrière,,Cuir | Chauffant | Multi-fonctions | Chrome | Avec palettes,En hauteur et en profondeur,784L,,,
suzuki,celerio-populaire 1.0-l-gl,28 620DTTTC,14s,,,,,,,Radar de recul,,Frontaux,,,,1 prise 12 V,,,ESP,,,,,,,,4 haut-parleurs | Commandes au volant,,,,,,,,Manuelle,,Chromée | Noire,,,Citadine,,,,Manuelle,,,,,USB | Android Auto | Apple Carplay | Bluetooth,3.7L/100 km,4.3L/100 km,5.1L/100 km,,,,,,90nm3500tr/min,,998CM³,,,Électrique,Disponible | Sous réserve d'acceptation du dossier par le ministère du commerce,,,,,Tactile | 7 pouces,Poignées de portes | Rétroviseurs,,Essence,,À distance,,,,,,3 ans,1555mm,,En aluminium | 15'',,,,,,1655mm,,,3695mm,,,,,3,,5,5,5,,,,,,,,,,,68CH,,4CV,,,,,,,,Électriques,Tissu,,,,,,,,,,,,,,,,,,,,Traction,,155KM/H,,Avant/Arrière,,3 branches,En hauteur,295L,,,
suzuki,dzire 1.2-l-gl#specs,54 900DTTTC,13.5s,,,Arrière,,,,,,Frontaux,,,,,,,ESP,,,,,,,,4 haut-parleurs,,,,,,,,Manuelle,,Chromée | Noire,,,Berline,,,,Manuelle,,,,,USB | Bluetooth,4.4L/100 km,5L/100 km,6.1L/100 km,,,,,,114nm4000tr/min,,1197CM³,,,,Disponible,,,,,,Poignées de portes | Rétroviseurs,,Essence,,À distance,,,,,,3 ans,1515mm,,En aluminium | 15'',,,,,,1735mm,,,3995mm,,,,,4,,5,4,5,,,,,,,,,,,85CH,,5CV,,,,,,,,Électriques | Rabattables | Avec clignotants intégrés,Tissu,,,,,,,,,,,,,,,,,,,,Traction,,160KM/H,,Avant/Arrière,,Cuir | 3 branches | Multi-fonctions | à méplat,En hauteur,378L,,,
suzuki,dzire 1.2-l-glx-pack#specs,57 900DTTTC,13.5s,,,Arrière,,,,Radar de recul | Caméra de recul,,Frontaux,,,,,,,ESP,,,,,,,,4 haut-parleurs,,,,,,,Démarrage mains libres,Manuelle,,,,,Berline,,,,Automatique,,Accès mains libres,,,USB | Bluetooth,4.4L/100 km,5L/100 km,6.1L/100 km,,,,,,114nm4000tr/min,,1197CM³,,,,Disponible,,,,,Tactile,Poignées de portes | Rétroviseurs,,Essence,,À distance,,,,,,3 ans,1515mm,,En aluminium | 15'',,,,,,1735mm,,,3995mm,,,,,4,,5,4,5,,,,,,,,,,,85CH,,5CV,,,,,,,,Électriques | Rabattables | Avec clignotants intégrés,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,160KM/H,,Avant/Arrière,,Cuir | 3 branches | Multi-fonctions | à méplat,En hauteur,378L,,,
suzuki,ciaz 1.5-l-gl#specs,62 900DTTTC,13.5s,,,Avant | Arrière,,,,,,Frontaux,,,,1 prise 12 V,,,,,,,AFU | EBD,,,,2 haut-parleurs | Commandes au volant,,,,,,,,Manuelle,,,,,Berline,,,,Manuelle,,,,,USB | Bluetooth,5L/100 km,6L/100 km,7.2L/100 km,,,,,,138nm4400tr/min,,1462CM³,,,,Disponible,,,,,,Rétroviseurs,,Essence,,À distance,,,,,,3 ans,1485mm,,15'',,,,,,1730mm,,,4490mm,,,,,4,,5,4,5,,,,,,,,,,,105CH,,6CV,,,,,,,,Électriques | Avec clignotants intégrés,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,180KM/H,,Avant/Arrière,,,En hauteur,510L,,,
suzuki,ciaz 1.5-l-gl-bva#specs,67 900DTTTC,13.5s,,,Avant | Arrière,,,,,,Frontaux,,,,1 prise 12 V,,,,,,,AFU | EBD,,,,2 haut-parleurs | Commandes au volant,,,,,,,,Automatique,,,,,Berline,,,,Manuelle,,,,,USB | Bluetooth,5L/100 km,6L/100 km,7.2L/100 km,,,,,,138nm4400tr/min,,1462CM³,,,,Disponible,,,,,,Rétroviseurs,,Essence,,À distance,,,,,,3 ans,1485mm,,15'',,,,,,1730mm,,,4490mm,,,,,4,,5,4,,,,,,,,,,,,105CH,,6CV,,,,,,,,Électriques | Avec clignotants intégrés,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,180KM/H,,Avant/Arrière,,,En hauteur,510L,,,
suzuki,ciaz 1.5-l-glx#specs,69 900DTTTC,13.5s,,,Avant | Arrière,,,,Caméra de recul,,Frontaux,,,,1 prise 12 V,,,,,,,AFU | EBD,,,,4 haut-parleurs | Commandes au volant,Chrome,,,,,,Démarrage mains libres,Manuelle,,Chromée | Noire,,,Berline,,,,Automatique,,,,,USB | Bluetooth | Mirrorlink,5L/100 km,6L/100 km,7.2L/100 km,,,,,,138nm4400tr/min,,1462CM³,,,,Disponible,,,,,Tactile | 7 pouces,Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,,,,,3 ans,1485mm,,En aluminium | 16'',,,,,,1730mm,,,4490mm,,,,,4,,5,4,5,,,,,,,Chromées,,,,105CH,,6CV,,,,,,,,Électriques | Avec clignotants intégrés,Cuir,,,Conducteur,,,Pour lunette arrière,,,,,,,,,,,,,,Traction,,180KM/H,,Avant/Arrière,,Cuir | 3 branches,En hauteur,510L,,,
suzuki,ciaz 1.5-glx-bva#specs,73 900DTTTC,13.5s,,,Avant | Arrière,,,,Caméra de recul,,Frontaux,,,,1 prise 12 V,,,,,,,AFU | EBD,,,,4 haut-parleurs | Commandes au volant,Chrome,,,,,,Démarrage mains libres,Automatique,,Chromée | Noire,,,Berline,,,,Automatique,,,,,USB | Bluetooth | Mirrorlink,5L/100 km,6L/100 km,7.2L/100 km,,,,,,138nm4400tr/min,,1462CM³,,,,Disponible,,,,,Tactile | 7 pouces,Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,,,,,3 ans,1485mm,,En aluminium | 16'',,,,,,1730mm,,,4490mm,,,,,4,,5,4,,,,,,,,Chromées,,,,105CH,,6CV,,,,,,,,Électriques | Avec clignotants intégrés,Cuir,,,Conducteur,,,Pour lunette arrière,,,,,,,,,,,,,,Traction,,180KM/H,,Avant/Arrière,,Cuir | 3 branches,En hauteur,510L,,,
suzuki,baleno 1.5-l-gl-bvm#specs,66 900DTTTC,11.2s,,,Avant,,,,Radar de recul | Caméra de recul,,Frontaux,,,,1 prise 12 V,,,ESP,,,,EBD,,,,4 haut-parleurs | Commandes au volant,,,,,,,,Manuelle,,Chromée | Noire,,,Compacte,,,,Automatique,,,,,USB | USB-C | AUX | Bluetooth,4.9L/100 km,5.7L/100 km,7L/100 km,,,,,,138nm4400tr/min,,1462CM³,,,,Disponible,,,,,Tactile,Rétroviseurs,,Essence,,À distance,Feux de jour | Avant,,,,,3 ans,1500mm,,En aluminium | 16'',,,,,,1745mm,,,3990mm,,,,,4,,5,5,5,,,,,LED,,,,,,105CH,,6CV,,,,,,,,Électriques | Rabattables | Avec clignotants intégrés,Tissu,,,,,,,,,,,,,,,,,,,,Traction,,160KM/H,,Avant/Arrière,,Multi-fonctions,En hauteur et en profondeur,318L,,,
